"Salmão, sem pele, fresco, cru",170,19.3,9.7,53,0,NA,0.2,64,,9
"Salmão, sem pele, fresco, grelhado",243,26.1,14.5,73,0,NA,0.4,96,,15
"Sardinha, assada",164,32.2,3,109,0,NA,1.3,74,,438
"Sardinha, conserva em óleo",285,15.9,24,73,0,NA,3.5,666,,550
"Sardinha, frita",257,33.4,12.7,103,0,NA,1.1,60,,482
"Sardinha, inteira, crua",114,21.1,2.7,61,0,NA,1.3,60,,167
"Tucunaré, filé, congelado, cru",88,18,1.2,47,0,NA,0.3,57,,19
Apresuntado,129,13.5,6.7,38,2.9,NA,0.9,943,Tr,23
"Caldo de carne, tablete",241,7.8,16.6,Tr,15.1,0.6,Tr,22180,,129
"Caldo de galinha, tablete",251,6.3,20.4,2,10.6,11.8,0.7,22300,,16
"Carne, bovina, acém, moído, cozido",212,26.7,10.9,103,0,NA,2.7,52,,4
"Carne, bovina, acém, moído, cru",137,19.4,5.9,58,0,NA,1.8,49,,3
"Carne, bovina, acém, sem gordura, cozido",215,27.3,10.9,107,0,NA,2.4,56,,7
"Carne, bovina, acém, sem gordura, cru",144,20.8,6.1,53,0,NA,1.5,50,,5
"Carne, bovina, almôndegas, cruas",189,12.3,11.2,34,9.8,*,1.6,621,,22
"Carne, bovina, almôndegas, fritas",272,18.2,15.8,36,14.3,*,1.9,1030,,27
"Carne, bovina, bucho, cozido",133,21.6,4.5,245,0,NA,0.6,38,,13
"Carne, bovina, bucho, cru",137,20.5,5.5,145,0,NA,0.5,45,,9
"Carne, bovina, capa de contra-filé, com gordura, crua",217,19.2,15,63,0,NA,1.5,58,,6
"Carne, bovina, capa de contra-filé, com gordura, grelhada",312,30.7,20,120,0,NA,2.6,81,,7
"Carne, bovina, capa de contra-filé, sem gordura, crua",131,21.5,4.3,58,0,NA,2,79,,6
"Carne, bovina, capa de contra-filé, sem gordura, grelhada",239,35.1,10,80,0,NA,2.8,83,,9
"Carne, bovina, charque, cozido",263,36.4,11.9,113,0,NA,3.5,1443,,15
"Carne, bovina, charque, cru",249,22.7,16.8,81,0,NA,1.5,5875,,15
"Carne, bovina, contra-filé, à milanesa",352,20.6,24,99,12.2,0.4,2.9,77,,15
"Carne, bovina, contra-filé de costela, cru",202,19.8,13.1,52,0,NA,1.6,39,,3
"Carne, bovina, contra-filé de costela, grelhado",275,29.9,16.3,98,0,NA,2.8,51,,4
"Carne, bovina, contra-filé, com gordura, cru",206,21.2,12.8,73,0,NA,1.3,44,,4
"Carne, bovina, contra-filé, com gordura, grelhado",278,32.4,15.5,144,0,NA,2.4,57,,4
"Carne, bovina, contra-filé, sem gordura, cru",157,24,6,59,0,NA,1.7,53,,4
"Carne, bovina, contra-filé, sem gordura, grelhado",194,35.9,4.5,102,0,NA,2.4,58,,5
"Carne, bovina, costela, assada",373,28.8,27.7,95,0,NA,2.2,92,,28
"Carne, bovina, costela, crua",358,16.7,31.8,44,0,NA,1.2,70,,*
"Carne, bovina, coxão duro, sem gordura, cozido",217,31.9,8.9,71,0,NA,1.7,41,,4
"Carne, bovina, coxão duro, sem gordura, cru",148,21.5,6.2,60,0,NA,1.9,49,,3
"Carne, bovina, coxão mole, sem gordura, cozido",219,32.4,8.9,84,0,NA,2.6,44,,4
"Carne, bovina, coxão mole, sem gordura, cru",169,21.2,8.7,84,0,NA,1.9,61,,3
"Carne, bovina, cupim, assado",330,28.6,23,91,0,NA,2.7,72,,8
"Carne, bovina, cupim, cru",221,19.5,15.3,51,0,NA,1.1,47,,4
"Carne, bovina, fígado, cru",141,20.7,5.4,393,1.1,NA,5.6,76,,4
"Carne, bovina, fígado, grelhado",225,29.9,9,601,4.2,NA,5.8,82,,6
"Carne, bovina, filé mingnon, sem gordura, cru",143,21.6,5.6,55,0,NA,1.9,49,,3
"Carne, bovina, filé mingnon, sem gordura, grelhado",220,32.8,8.8,103,0,NA,2.9,58,,4
"Carne, bovina, flanco, sem gordura, cozido",196,29.4,7.8,62,0,NA,2.8,42,,4
"Carne, bovina, flanco, sem gordura, cru",141,20,6.2,50,0,NA,1.6,54,,3
"Carne, bovina, fraldinha, com gordura, cozida",338,24.2,26,65,0,NA,2,39,,3
"Carne, bovina, fraldinha, com gordura, crua",221,17.6,16.1,54,0,NA,1.5,51,,3
"Carne, bovina, lagarto, cozido",222,32.9,9.1,56,0,NA,1.9,48,,4
"Carne, bovina, lagarto, cru",135,20.5,5.2,56,0,NA,1.3,54,,3
"Carne, bovina, língua, cozida",315,21.4,24.8,105,0,NA,2.1,59,,6
"Carne, bovina, língua, crua",215,17.1,15.8,118,0,NA,1.7,73,,5
"Carne, bovina, maminha, crua",153,20.9,7,51,0,NA,1.1,37,,3
"Carne, bovina, maminha, grelhada",153,30.7,2.4,88,0,NA,2.4,58,,4
"Carne, bovina, miolo de alcatra, sem gordura, cru",163,21.6,7.8,60,0,NA,2,43,,3
"Carne, bovina, miolo de alcatra, sem gordura, grelhado",241,31.9,11.6,92,0,NA,3.2,52,,5
"Carne, bovina, músculo, sem gordura, cozido",194,31.2,6.7,56,0,NA,2.4,62,,5
"Carne, bovina, músculo, sem gordura, cru",142,21.6,5.5,51,0,NA,1.9,66,,4
"Carne, bovina, paleta, com gordura, crua",159,21.4,7.5,58,0,NA,1.8,65,,4
"Carne, bovina, paleta, sem gordura, cozida",194,29.7,7.4,56,0,NA,2.2,58,,6
"Carne, bovina, paleta, sem gordura, crua",141,21,5.7,42,0,NA,1.9,66,,4
"Carne, bovina, patinho, sem gordura, cru",133,21.7,4.5,56,0,NA,1.8,49,,3
"Carne, bovina, patinho, sem gordura, grelhado",219,35.9,7.3,126,0,NA,3,60,,5
"Carne, bovina, peito, sem gordura, cozido",338,22.2,27,100,0,NA,1.6,56,,4
"Carne, bovina, peito, sem gordura, cru",259,17.6,20.4,59,0,NA,1.3,64,,4
"Carne, bovina, picanha, com gordura, crua",213,18.8,14.7,60,0,NA,1.7,38,,2
"Carne, bovina, picanha, com gordura, grelhada",289,26.4,19.5,92,0,NA,3.2,60,,4
"Carne, bovina, picanha, sem gordura, crua",134,21.3,4.7,75,0,NA,2.1,61,,3
"Carne, bovina, picanha, sem gordura, grelhada",238,31.9,11.3,100,0,NA,3.6,61,,4
"Carne, bovina, seca, cozida",313,26.9,21.9,100,0,NA,1.9,1943,,13
"Carne, bovina, seca, crua",313,19.7,25.4,92,0,NA,1.3,4440,,14
"Coxinha de frango, frita",283,9.6,11.8,15,34.5,5,1.3,532,,18
"Croquete, de carne, cru",246,12,15.6,30,13.9,,2.5,711,,15
"Croquete, de carne, frito",347,16.9,22.7,38,18.1,,2.3,916,,18
"Empada de frango, pré-cozida, assada",358,6.9,15.6,23,47.5,2.2,1.2,525,,16
"Empada, de frango, pré-cozida",377,7.3,22.9,23,35.5,2.2,0.7,771,,14
"Frango, asa, com pele, crua",213,18.1,15.1,113,0,NA,0.6,96,,11
"Frango, caipira, inteiro, com pele, cozido",243,23.9,15.6,110,0,NA,1.7,56,,17
"Frango, caipira, inteiro, sem pele, cozido",196,29.6,7.7,106,0,NA,2.1,53,,66
"Frango, coração, cru",222,12.6,18.6,159,0,NA,4.1,95,,6
"Frango, coração, grelhado",207,22.4,12.1,280,0.6,NA,6.5,128,,8
"Frango, coxa, com pele, assada",215,28.5,10.4,145,0.1,NA,1.2,95,,8
"Frango, coxa, com pele, crua",161,17.1,9.8,97,0,NA,0.7,95,,8
"Frango, coxa, sem pele, cozida",167,26.9,5.8,133,0,NA,0.8,64,,12
"Frango, coxa, sem pele, crua",120,17.8,4.9,91,0,NA,0.8,98,,8
"Frango, fígado, cru",106,17.6,3.5,341,0,NA,9.5,82,,6
"Frango, filé, à milanesa",221,28.5,7.8,84,7.5,1.1,1.1,122,,9
"Frango, inteiro, com pele, cru",226,16.4,17.3,85,0,NA,0.6,63,,6
"Frango, inteiro, sem pele, assado",187,28,7.5,111,0,NA,0.6,70,,9
"Frango, inteiro, sem pele, cozido",170,25,7.1,99,0,NA,0.5,51,,8
"Frango, inteiro, sem pele, cru",129,20.6,4.6,78,0,NA,0.5,73,,7
"Frango, peito, com pele, assado",212,33.4,7.6,109,0,NA,0.5,56,,8
"Frango, peito, com pele, cru",149,20.8,6.7,80,0,NA,0.4,62,,8
"Frango, peito, sem pele, cozido",163,31.5,3.2,89,0,NA,0.3,36,,6
"Frango, peito, sem pele, cru",119,21.5,3,59,0,NA,0.4,56,,7
"Frango, peito, sem pele, grelhado",159,32,2.5,89,0,NA,0.3,50,,5
"Frango, sobrecoxa, com pele, assada",260,28.7,15.2,158,0,NA,1.2,96,,11
"Frango, sobrecoxa, com pele, crua",255,15.5,20.9,88,0,NA,0.7,68,,7
"Frango, sobrecoxa, sem pele, assada",233,29.2,12,145,0,NA,1.2,106,,12
"Frango, sobrecoxa, sem pele, crua",162,17.6,9.6,84,0,NA,0.9,80,,6
"Hambúrguer, bovino, cru",215,13.2,16.2,70,4.2,*,1.9,869,,34
"Hambúrguer, bovino, frito",258,20,17,49,6.3,*,3,1252,,62
"Hambúrguer, bovino, grelhado",210,13.2,12.4,59,11.3,*,2.6,1090,,56
"Lingüiça, frango, crua",218,14.2,17.4,64,0,NA,0.5,1126,,11
"Lingüiça, frango, frita",245,18.3,18.5,76,0,NA,0.8,1374,,15
"Lingüiça, frango, grelhada",244,18.2,18.4,80,0,NA,0.7,1351,,14
"Lingüiça, porco, crua",227,16.1,17.6,53,0,NA,0.4,1176,,6
"Lingüiça, porco, frita",280,20.5,21.3,75,0,NA,0.9,1432,,8
"Lingüiça, porco, grelhada",296,23.2,21.9,82,0,NA,1,1456,,8
Mortadela,269,12,21.6,83,5.8,NA,1.5,1212,,67
"Peru, congelado, assado",163,26.2,5.7,91,0,NA,0.6,628,,14
"Peru, congelado, cru",94,18.1,1.8,68,0,NA,0.9,711,,10
"Porco, bisteca, crua",164,21.5,8,56,0,NA,0.5,54,,6
"Porco, bisteca, frita",311,33.7,18.5,126,0,NA,0.8,63,,69
"Porco, bisteca, grelhada",280,28.9,17.4,82,0,NA,0.9,51,,34
"Porco, costela, assada",402,30.2,30.3,113,0,NA,1,63,,17
"Porco, costela, crua",256,18,19.8,69,0,NA,0.9,88,,15
"Porco, lombo, assado",210,35.7,6.4,103,0,NA,0.5,39,,20
"Porco, lombo, cru",176,22.6,8.8,55,0,NA,0.5,53,,4
"Porco, orelha, salgada, crua",258,18.5,19.9,83,0,NA,1.4,616,,5
"Porco, pernil, assado",262,32.1,13.9,110,0,NA,1.3,62,,18
"Porco, pernil, cru",186,20.1,11.1,59,0,NA,0.9,102,,13
"Porco, rabo, salgado, cru",377,15.6,34.5,89,0,NA,0.6,1158,,22
"Presunto, com capa de gordura",128,14.4,6.8,40,1.4,NA,0.7,1021,,12
"Presunto, sem capa de gordura",94,14.3,2.7,36,2.1,NA,0.8,1039,,23
"Quibe, assado",136,14.6,2.7,34,12.9,1.9,2.2,40,,16
"Quibe, cru",109,12.4,1.7,27,10.8,1.6,1.7,39,,12
"Quibe, frito",254,14.9,15.8,38,12.3,,2,836,,22
Salame,398,25.8,30.6,85,2.9,NA,1.3,1574,,87
"Toucinho, cru",593,11.5,60.3,73,0,NA,0.4,50,,2
"Toucinho, frito",697,27.3,64.3,89,0,NA,0.9,125,,9
"Bebida láctea, pêssego",55,2.1,1.9,5,7.6,0.3,Tr,46,,89
Creme de Leite,221,1.5,22.5,66,4.5,NA,0.3,52,,83
"Iogurte, natural",51,4.1,3,14,1.9,NA,Tr,52,,143
"Iogurte, natural, desnatado",41,3.8,0.3,3,5.8,NA,Tr,60,,157
"Iogurte, sabor abacaxi",*,*,*,6,*,*,*,*,,*
"Iogurte, sabor morango",70,2.7,2.3,7,9.7,0.2,Tr,38,,101
"Iogurte, sabor pêssego",68,2.5,2.3,8,9.4,0.7,0.1,37,,95
"Leite, condensado",313,7.7,6.7,28,57,NA,0.1,94,,246
"Leite, de cabra",66,3.1,3.8,14,5.2,NA,0.1,74,,112
"Leite, de vaca, achocolatado",83,2.1,2.2,6,14.2,0.6,0.5,72,,70
"Leite, de vaca, desnatado, pó",362,34.7,0.9,25,53,NA,0.9,432,,1363
"Leite, de vaca, desnatado, UHT",*,*,*,4,*,NA,Tr,51,,134
"Leite, de vaca, integral",*,*,*,10,*,NA,Tr,64,,123
"Leite, de vaca, integral, pó",497,25.4,26.9,85,39.2,NA,0.5,323,,890
"Leite, fermentado",70,1.9,0.1,2,15.7,NA,Tr,33,,72
"Queijo, minas, frescal",264,17.4,20.2,62,3.2,NA,0.9,31,,579
"Queijo, minas, meia cura",321,21.2,24.6,76,3.6,NA,0.2,501,,696
"Queijo, mozarela",330,22.6,25.2,80,3,NA,0.3,581,,875
"Queijo, parmesão",453,35.6,33.5,106,1.7,NA,0.5,1844,,992
"Queijo, pasteurizado",303,9.4,27.4,82,5.7,NA,0.3,780,,323
"Queijo, petit suisse, morango",121,5.8,2.8,12,18.5,NA,0.1,412,Tr,731
"Queijo, prato",360,22.7,29.1,91,1.9,NA,0.3,580,,940
"Queijo, requeijão, cremoso",257,9.6,23.4,74,2.4,NA,0.1,558,Tr,259
"Queijo, ricota",140,12.6,8.1,49,3.8,NA,0.1,283,Tr,253
"Bebida isotônica, sabores variados",26,0,0,NA,6.4,NA,0.7,44,,1
"Café, infusão 10%",9,0.7,0.1,NA,1.5,NA,Tr,1,,3
"Cana, aguardente 1",216,,,NA,,NA,Tr,3,,Tr
"Cana, caldo de",65,Tr,Tr,NA,18.2,0.1,0.8,Tr,2.8,9
"Cerveja, pilsen 2",41,0.6,Tr,NA,3.3,NA,Tr,4,Tr,5
"Chá, erva-doce, infusão 5%",1,0,0,NA,0.4,NA,Tr,1, ,2
"Chá, mate, infusão 5%",3,0,0.1,NA,0.6,NA,Tr,Tr, ,1
"Chá, preto, infusão 5%",2,0,0,NA,0.6,NA,Tr,Tr, ,0
"Coco, água de",22,0,0,NA,5.3,0.1,Tr,2,2.4,19
"Refrigerante, tipo água tônica",31,0,0,NA,8,NA,Tr,8,,1
"Refrigerante, tipo cola",34,0,0,NA,8.7,NA,Tr,7,,1
"Refrigerante, tipo guaraná",39,0,0,NA,10,NA,Tr,9,,1
"Refrigerante, tipo laranja",46,0,0,NA,11.8,NA,Tr,9,,2
"Refrigerante, tipo limão",40,0,0,NA,10.3,NA,Tr,9,,2
"Omelete, de queijo",268,15.6,22,384,0.4,NA,1.4,216,Tr,166
"Ovo, de codorna, inteiro, cru",177,13.7,12.7,568,0.8,NA,3.3,129, ,79
"Ovo, de galinha, clara, cozida/10minutos",59,13.4,0.1,NA,0,NA,0.1,181, ,6
"Ovo, de galinha, gema, cozida/10minutos",353,15.9,30.8,1272,1.6,NA,2.9,45, ,114
"Ovo, de galinha, inteiro, cozido/10minutos",146,13.3,9.5,397,0.6,NA,1.5,146, ,49
"Ovo, de galinha, inteiro, cru",143,13,8.9,356,1.6,NA,1.6,168, ,42
"Ovo, de galinha, inteiro, frito",240,15.6,18.6,516,1.2,NA,2.1,166,Tr,73
"Achocolatado, pó",401,4.2,2.2,Tr,91.2,3.9,5.4,65,,44
"Açúcar, cristal",387,0.3,Tr,NA,99.6,NA,0.2,Tr,Tr,8
"Açúcar, mascavo",369,0.8,0.1,NA,94.5,NA,8.3,25,,127
"Açúcar, refinado",387,0.3,Tr,NA,99.5,NA,0.1,12,,4
"Chocolate, ao leite",540,7.2,30.3,17,59.6,2.2,1.6,77,,191
"Chocolate, ao leite, com castanha do Pará",559,7.4,34.2,16,55.4,2.5,1.5,64,1.4,171
"Chocolate, ao leite, dietético",557,6.9,33.8,13,56.3,2.8,3.3,85,2,188
"Chocolate, meio amargo",475,4.9,29.9,2,62.4,4.9,3.6,9,2.1,45
Cocada branca,449,1.1,13.6,NA,81.4,3.6,1.2,29,Tr,7
"Doce, de abóbora, cremoso",199,0.9,0.2,NA,54.6,2.3,0.9,Tr,0.1,13
"Doce, de leite, cremoso",306,5.5,6,20,59.5,NA,0.1,120,Tr,195
"Geléia, mocotó, natural",106,2.1,0.1,Tr,24.2,NA,0.1,43,Tr,4
Glicose de milho,292,0,0,NA,79.4,NA,0.1,59, ,6
Maria mole,301,3.8,0.2,NA,73.6,0.7,0.4,15,Tr,13
"Maria mole, coco queimado",307,3.9,0.1,NA,75.1,0.6,0.5,14,Tr,19
Marmelada,257,0.4,0.1,NA,70.8,4.1,0.7,11,Tr,11
"Mel, de abelha",309,0,0,NA,84,NA,0.3,6,0.7,10
Melado,297,0,0,NA,76.6,NA,5.4,4,Tr,102
Quindim,411,4.7,24.4,271,46.3,3.2,1.4,27,Tr,37
Rapadura,352,1,0.1,NA,90.8,NA,4.4,22,Tr,30
"Café, pó, torrado",419,14.7,11.9,NA,65.8,51.2,8.1,1,Tr,107
"Capuccino, pó",417,11.3,8.6,29,73.6,2.4,2.3,382,Tr,467
"Fermento em pó, químico",90,0.5,0.1,NA,43.9,NA, ,10052, , 
"Fermento, biológico, levedura, tablete",90,17,1.5,NA,7.7,4.2,2.6,40,Tr,18
"Gelatina, sabores variados, pó",380,8.9,Tr,NA,89.2,NA,0.3,235,40,27
"Sal, dietético",NA,NA,NA,NA,NA,NA,,23432,,
"Sal, grosso",NA,NA,NA,NA,NA,NA,,39943,,
Shoyu,61,3.3,0.3,NA,11.6,NA,0.5,5024,,15
Tempero a base de sal,21,2.7,0.3,NA,2.1,0.6,,32560,,
"Azeitona, preta, conserva",194,1.2,20.3,NA,5.5,4.6,5.5,1567,,59
"Azeitona, verde, conserva",137,0.9,14.2,NA,4.1,3.8,0.2,1347,,46
"Chantilly, spray, com gordura vegetal",315,0.5,27.3,Tr,16.9,NA,Tr,110,,2
"Leite, de coco",166,1,18.4,NA,2.2,0.7,0.5,44,,6
"Maionese, tradicional com ovos",302,0.6,30.5,42,7.9,NA,0.1,787,,3
Acarajé,289,8.3,19.9,25,19.1,9.4,1.9,305,,124
Arroz carreteiro,154,10.8,7.1,36,11.6,1.5,1,1622,,13
"Baião de dois, arroz e feijão-de-corda",136,6.2,3.2,4,20.4,5.1,0.6,93,,33
Barreado,165,18.3,9.5,60,0.2,0.1,2.4,48,,15
"Bife à cavalo, com contra filé",291,23.7,21.1,257,0,NA,2.1,83,,26
Bolinho de arroz,274,8,8.3,70,41.7,2.7,2.1,59,,24
Camarão à baiana,101,7.9,6,117,3.2,0.4,1.4,85,4.1,43
"Charuto, de repolho",78,6.8,1.1,21,10.1,1.5,0.9,12,4.8,23
"Cuscuz, de milho, cozido com sal",113,2.2,0.7,NA,25.3,2.1,0.2,248,Tr,2
"Cuscuz, paulista",142,2.6,4.6,15,22.5,2.4,0.3,236,Tr,14
"Cuxá, molho",80,5.6,3.6,58,5.7,3,0.9,1344,10.3,105
Dobradinha,125,19.8,4.4,144,0,NA,1,29, ,11
Estrogonofe de carne,173,15,10.8,66,3,,2.7,123,Tr,28
Estrogonofe de frango,157,17.6,8,80,2.6,,1.5,99,Tr,26
Feijão tropeiro mineiro,152,10.2,6.8,68,19.6,3.6,2.2,365,Tr,41
Feijoada,117,8.7,6.5,22,11.6,5.1,1.3,278,Tr,32
"Frango, com açafrão",113,9.7,6.2,50,4.1,0.2,0.8,29,5.3,13
"Macarrão, molho bolognesa",120,4.9,0.9,7,22.5,0.8,1.4,9,,11
Maniçoba,134,10,8.7,43,3.4,2.2,3.2,407,,66
Quibebe,86,8.6,2.7,NA,6.6,1.7,0.8,247,,8
"Salada, de legumes, com maionese",96,1.1,7,7,8.9,2.2,0.2,228,29.4,12
"Salada, de legumes, cozida no vapor",35,2,0.3,NA,7.1,2.5,0.4,3,9.3,33
"Salpicão, de frango",148,13.9,7.8,53,4.6,0.4,0.3,248,Tr,9
Sarapatel,123,18.5,4.4,315,1.1,,7.2,216,16.2,12
Tabule,57,2,1.2,NA,10.6,2.1,0.6,1,,19
Tacacá,47,7,0.4,71,3.4,0.2,0.9,1349,,45
"Tapioca, com manteiga",348,0.1,10.9,31,63.6,Tr,0.2,158,,30
"Tucupi, com pimenta-de-cheiro",27,2.1,0.3,NA,4.7,0.2,1.1,5,46.4,28
Vaca atolada,145,5.1,9.3,19,10.1,2.3,0.7,26,,63
Vatapá,255,6,23.2,44,9.7,1.7,1.4,880,,47
Virado à paulista,307,10.2,25.6,66,14.1,2.2,1.1,346,,41
Yakisoba,113,7.5,2.6,NA,18.3,1.1,0.6,794,,14
"Amendoim, grão, cru",544,27.2,43.9,NA,20.3,8,2.5,Tr,,Tr
"Amendoim, torrado, salgado",606,22.5,54,NA,18.7,7.8,1.3,376,,39
"Ervilha, em vagem",88,7.5,0.5,NA,14.2,9.7,1.4,Tr,12.4,24
"Ervilha, enlatada, drenada",74,4.6,0.4,NA,13.4,5.1,1.4,372,,22
"Feijão, carioca, cozido",76,4.8,0.5,NA,13.6,8.5,1.3,2,,27
"Feijão, carioca, cru",329,20,1.3,NA,61.2,18.4,8,Tr,,123
"Feijão, fradinho, cozido",78,5.1,0.6,NA,13.5,7.5,1.1,1,,17
"Feijão, fradinho, cru",339,20.2,2.4,NA,61.2,23.6,5.1,10,,78
"Feijão, jalo, cozido",93,6.1,0.5,NA,16.5,13.9,1.9,1,,29
"Feijão, jalo, cru",328,20.1,0.9,NA,61.5,30.3,7,25,,98
"Feijão, preto, cozido",77,4.5,0.5,NA,14,8.4,1.5,2,,29
"Feijão, preto, cru",324,21.3,1.2,NA,58.8,21.8,6.5,Tr,,111
"Feijão, rajado, cozido",85,5.5,0.4,NA,15.3,9.3,1.4,1,,29
"Feijão, rajado, cru",326,17.3,1.2,NA,62.9,24,18.6,14,,111
"Feijão, rosinha, cozido",68,4.5,0.5,NA,11.8,4.8,1.2,2,,19
"Feijão, rosinha, cru",337,20.9,1.3,NA,62.2,20.6,5.3,24,,68
"Feijão, roxo, cozido",77,5.7,0.5,NA,12.9,11.5,1.4,1,,23
"Feijão, roxo, cru",331,22.2,1.2,NA,60,33.8,6.9,10,,120
"Grão-de-bico, cru",355,21.2,5.4,NA,57.9,12.4,5.4,5,,114
"Guandu, cru",344,19,2.1,NA,64,21.3,1.9,2,1.5,129
"Lentilha, cozida",93,6.3,0.5,NA,16.3,7.9,1.5,1,,16
"Lentilha, crua",339,23.2,0.8,NA,62,16.9,7,Tr,,54
"Paçoca, amendoim",487,16,26.1,NA,52.4,7.3,1.1,167,,22
"Pé-de-moleque, amendoim",503,13.2,28,NA,54.7,3.4,1.3,16,,27
"Soja, farinha",404,36,14.6,NA,38.4,20.2,13.1,6,,206
"Soja, extrato solúvel, natural, fluido",39,2.4,1.6,NA,4.3,0.4,0.4,57,,17
"Soja, extrato solúvel, pó",459,35.7,26.2,NA,28.5,7.3,7,83,9.2,359
"Soja, queijo (tofu)",64,6.6,4,NA,2.1,0.8,1.4,1,Tr,81
"Tremoço, cru",381,33.6,10.3,NA,43.8,32.3,2.8,3,25,177
"Tremoço, em conserva",121,11.1,3.8,NA,12.4,14.4,0.3,1809,,16
"Amêndoa, torrada, salgada",581,18.6,47.3,NA,29.5,11.6,3.1,279,,237
"Castanha-de-caju, torrada, salgada",570,18.5,46.3,NA,29.1,3.7,5.2,125,,33
"Castanha-do-Brasil, crua",643,14.5,63.5,NA,15.1,7.9,2.3,1,,146
"Coco, cru",406,3.7,42,NA,10.4,5.4,1.8,15,2.5,6
"Coco,  verde, cru",*,*,*,*,*,*,*,*,*,*
"Farinha, de mesocarpo de babaçu, crua",329,1.4,0.2,NA,79.2,17.9,18.3,12,Tr,61
"Gergelim, semente",584,21.2,50.4,NA,21.6,11.9,5.4,3,Tr,825
"Linhaça, semente",495,14.1,32.3,NA,43.3,33.5,4.7,9,Tr,211
"Pinhão, cozido",174,3,0.7,NA,43.9,15.6,0.8,1,27.7,16
"Pupunha, cozida",219,2.5,12.8,NA,29.6,4.3,0.5,1,2.2,28
"Noz, crua",620,14,59.4,NA,18.4,7.2,2,5,Tr,105
